PV;Wind Binnenland;Wind Coast;Wind Offshore
0;0.22932;0.011165;0.114278
0;0.254052;0.01741;0.095913
0;0.28962;0.030263;0.080715
0;0.311723;0.055361;0.092841
0;0.331539;0.095469;0.141268
0.017;0.362198;0.129238;0.191938
0.059;0.299939;0.123679;0.227156
0.175;0.264855;0.096128;0.238754
0.343;0.321799;0.104153;0.28735
0.378;0.422732;0.122962;0.359291
0.4;0.477892;0.122756;0.430813
0.403;0.502479;0.140081;0.508044
0.334;0.48981;0.191295;0.629467
0.295;0.459847;0.257874;0.804997
0.17;0.458118;0.365551;0.901702
0.021;0.467178;0.495645;0.949238
0;0.443829;0.5858;0.960311
0;0.387854;0.684692;0.941333
0;0.369502;0.677899;0.923572
0;0.323652;0.566827;0.915631
0;0.244519;0.536812;0.915342
0;0.176561;0.547469;0.955238
0;0.140263;0.543006;0.957255
0;0.106151;0.552098;0.945416
0;0.066036;0.524821;0.924845
0;0.041035;0.473285;0.887437
0;0.025558;0.400559;0.810766
0;0.009358;0.328314;0.698119
0;0.005383;0.264374;0.521779
0.01;0.037172;0.198506;0.343523
0.092;0.087431;0.131504;0.183425
0.239;0.131972;0.065739;0.054172
0.382;0.21283;0.027314;0.00681
0.467;0.29254;0.003676;0.025302
0.496;0.320086;0.010285;0.055352
0.477;0.321441;0.006975;0.121124
0.396;0.316006;0.021804;0.155242
0.295;0.298497;0.05134;0.344264
0.154;0.302082;0.167487;0.529174
0.021;0.326923;0.311725;0.643412
0;0.359261;0.393636;0.685438
0;0.407944;0.41789;0.691288
0;0.375222;0.416461;0.765125
0;0.326955;0.414682;0.803972
0;0.260347;0.400562;0.783909
0;0.263833;0.355984;0.758475
0;0.286421;0.345924;0.627135
0;0.279361;0.288518;0.392247
0;0.264926;0.250978;0.221836
0;0.270102;0.259855;0.529828
0;0.228333;0.252944;0.625632
0;0.155193;0.213902;0.569666
0;0.119691;0.177064;0.484299
0.004;0.133818;0.141861;0.418551
0.038;0.122213;0.083599;0.333656
0.098;0.080372;0.042367;0.256223
0.182;0.067159;0.031508;0.25424
0.25;0.062921;0.036971;0.28019
0.202;0.050743;0.049432;0.29257
0.104;0.036924;0.047982;0.289494
0.063;0.025763;0.037764;0.278759
0.029;0.022986;0.026882;0.242978
0.01;0.030354;0.024511;0.191002
0;0.125021;0.026149;0.146714
0;0.222701;0.02341;0.110101
0;0.242193;0.020936;0.107413
0;0.252026;0.025406;0.114721
0;0.187029;0.038987;0.148122
0;0.186701;0.05865;0.178521
0;0.205339;0.068647;0.202575
0;0.192168;0.065932;0.216489
0;0.176111;0.055354;0.209538
0;0.186692;0.066971;0.188344
0;0.215765;0.117494;0.168981
0;0.238249;0.156684;0.189485
0;0.260752;0.168976;0.248872
0;0.266832;0.180514;0.294661
0.016;0.258647;0.154432;0.303994
0.145;0.206374;0.163511;0.313887
0.311;0.252904;0.146453;0.346824
0.417;0.367539;0.158203;0.416451
0.461;0.404044;0.190693;0.4779
0.275;0.423965;0.222524;0.465214
0.133;0.429756;0.201937;0.404062
0.094;0.414302;0.15005;0.379282
0.076;0.393612;0.114367;0.408462
0.039;0.38837;0.105815;0.466145
0.003;0.398267;0.14809;0.552095
0;0.388006;0.228591;0.645126
0;0.375228;0.290451;0.713846
0;0.371271;0.306763;0.740297
0;0.395772;0.298546;0.743443
0;0.400832;0.261805;0.742853
0;0.393671;0.235575;0.7228
0;0.390159;0.23969;0.714776
0;0.385532;0.277055;0.675917
0;0.390427;0.296752;0.622111
0;0.3651;0.295347;0.523332
0;0.369677;0.279222;0.425056
0;0.325329;0.25314;0.375123
0;0.379619;0.233716;0.374926
0.004;0.329207;0.218869;0.385558
0.084;0.224137;0.191362;0.404064
0.243;0.176097;0.15974;0.426892
0.407;0.205365;0.163511;0.421201
0.488;0.20813;0.163375;0.403996
0.432;0.190022;0.136519;0.388688
0.225;0.168059;0.126313;0.36392
0.112;0.151531;0.109743;0.307481
0.037;0.141358;0.070113;0.240447
0.012;0.190233;0.03487;0.168483
0;0.244195;0.021013;0.130686
0;0.227346;0.030033;0.168288
0;0.228168;0.066289;0.254656
0;0.232093;0.118733;0.336932
0;0.242387;0.150076;0.400559
0;0.257778;0.15435;0.417937
0;0.288334;0.157696;0.412202
0;0.328741;0.161245;0.416834
0;0.309567;0.168795;0.430196
0;0.287345;0.177711;0.442893
0;0.287322;0.183942;0.448602
0;0.299936;0.203621;0.480128
0;0.305127;0.21672;0.521081
0;0.320232;0.222529;0.580242
0.001;0.334951;0.231174;0.624825
0.042;0.349085;0.231834;0.675926
0.101;0.410821;0.229009;0.717955
0.145;0.609849;0.266823;0.752585
0.395;0.680782;0.312294;0.797528
0.467;0.724597;0.465868;0.864005
0.441;0.670906;0.560295;0.883032
0.397;0.585181;0.638976;0.943738
0.291;0.493435;0.695926;0.97324
0.155;0.413937;0.740909;0.97569
0.018;0.35673;0.699917;0.971307
0;0.350466;0.662034;0.965615
0;0.319307;0.636407;0.968894
0;0.316042;0.612835;0.972201
0;0.309559;0.634319;0.972672
0;0.296827;0.639533;0.97063
0;0.274134;0.598696;0.957859
0;0.270055;0.537932;0.931607
0;0.292025;0.435238;0.892086
0;0.302072;0.377514;0.857708
0;0.302213;0.367534;0.843191
0;0.302617;0.361752;0.843711
0;0.276388;0.354956;0.836676
0;0.307681;0.338776;0.815801
0.001;0.350283;0.319278;0.785307
0.044;0.364486;0.302042;0.795489
0.116;0.315961;0.29994;0.817559
0.199;0.340256;0.270537;0.784999
0.256;0.367227;0.252944;0.717139
0.194;0.306513;0.296825;0.646728
0.149;0.227179;0.349139;0.600539
0.105;0.176129;0.357029;0.570592
0.098;0.130665;0.316018;0.564707
0.06;0.099606;0.247665;0.607681
0.003;0.115035;0.239272;0.668609
0;0.13192;0.229044;0.686931
0;0.136571;0.24223;0.698732
0;0.11676;0.230329;0.688582
0;0.087977;0.220741;0.669452
0;0.08787;0.225245;0.663823
0;0.097684;0.228801;0.63953
0;0.085446;0.24223;0.593421
0;0.070946;0.233686;0.553174
0;0.066038;0.215052;0.51104
0;0.044888;0.20225;0.491957
0;0.027956;0.195109;0.483755
0;0.01507;0.179627;0.467066
0;0.006332;0.154779;0.426872
0.002;0.008465;0.134216;0.367226
0.062;0.02005;0.093799;0.289554
0.123;0.015132;0.052436;0.25087
0.136;0.020141;0.043436;0.198517
0.16;0.035908;0.043571;0.168449
0.123;0.056085;0.037807;0.163528
0.073;0.066605;0.030035;0.139801
0.053;0.062279;0.011808;0.091902
0.021;0.06389;0.010306;0.041555
0.006;0.086376;0.021217;0.02213
0;0.099402;0.036598;0.013412
0;0.10657;0.059196;0.005314
0;0.102137;0.083526;0.008298
0;0.082396;0.120024;0.037319
0;0.056597;0.163532;0.091591
0;0.058514;0.170723;0.154883
0;0.050375;0.200952;0.268859
0;0.100362;0.222525;0.395944
0;0.190451;0.220963;0.468822
0;0.236797;0.218923;0.481412
0;0.311697;0.243312;0.513669
0;0.399356;0.233605;0.521196
0;0.427072;0.198544;0.557774
0;0.3042;0.179457;0.580249
0.007;0.261094;0.176104;0.626115
0.136;0.207583;0.170155;0.675927
0.316;0.150043;0.139398;0.658863
0.449;0.225305;0.133535;0.585786
0.507;0.30963;0.120271;0.458135
0.515;0.40059;0.122491;0.281456
0.206;0.35391;0.130238;0.140074
0.267;0.323902;0.133845;0.081562
0.21;0.309556;0.116804;0.078811
0.063;0.249214;0.133816;0.156718
0.003;0.219786;0.169796;0.340369
0;0.235566;0.177284;0.466877
0;0.238068;0.180176;0.484196
0;0.220979;0.190845;0.456996
0;0.214123;0.188132;0.44382
0;0.21284;0.1815;0.432533
0;0.206378;0.184527;0.444285
0;0.206365;0.196839;0.454587
0;0.201351;0.212601;0.440881
0;0.185035;0.217043;0.429739
0;0.203554;0.214872;0.429751
0;0.210821;0.237698;0.461659
0;0.192634;0.295554;0.511395
0;0.159737;0.294591;0.459162
0.002;0.158709;0.284075;0.373421
0.071;0.123757;0.225332;0.32912
0.144;0.070004;0.193359;0.274733
0.16;0.058684;0.190025;0.246186
0.224;0.050028;0.208734;0.244306
0.466;0.0383;0.203898;0.272581
0.502;0.029072;0.184977;0.330926
0.433;0.022937;0.146162;0.393628
0.315;0.015087;0.119891;0.408298
0.154;0.009174;0.120004;0.379571
0.008;0.004802;0.142685;0.339091
0;0.005373;0.142902;0.313087
0;0.013307;0.133821;0.309572
0;0.026656;0.127549;0.345776
0;0.04132;0.116746;0.341306
0;0.050576;0.103278;0.343538
0;0.05536;0.094131;0.346878
0;0.061505;0.081809;0.33908
0;0.073342;0.069744;0.323664
0;0.086778;0.053229;0.294681
0;0.097666;0.043688;0.261409
0;0.108602;0.038345;0.218439
0;0.114268;0.041556;0.176107
0;0.109619;0.051496;0.147899
0.003;0.102149;0.057405;0.131949
0.069;0.078899;0.049301;0.129675
0.198;0.060381;0.033052;0.123071
0.337;0.084055;0.036091;0.111457
0.415;0.123201;0.040358;0.081656
0.487;0.145092;0.044732;0.069309
0.476;0.163743;0.05689;0.081948
0.382;0.166608;0.071855;0.105389
0.261;0.13674;0.086342;0.130032
0.126;0.114012;0.113365;0.174164
0.006;0.179322;0.19153;0.248979
0;0.252925;0.262153;0.351563
0;0.250589;0.28283;0.458852
0;0.227188;0.277552;0.500139
0;0.214938;0.268833;0.446177
0;0.216109;0.250948;0.336864
0;0.20524;0.233378;0.294655
0;0.17934;0.233689;0.331162
0;0.155576;0.246832;0.346873
0;0.168955;0.242277;0.304692
0;0.200122;0.220341;0.220189
0;0.235224;0.210546;0.177709
0;0.237455;0.21414;0.19192
0;0.234123;0.210807;0.264701
0.001;0.239998;0.200359;0.313845
0.069;0.193493;0.152488;0.302051
0.206;0.159105;0.104508;0.251724
0.366;0.166746;0.114116;0.229854
0.426;0.261466;0.140083;0.26657
0.441;0.286229;0.176121;0.316344
0.413;0.304594;0.187501;0.33907
0.202;0.283562;0.179308;0.370976
0.059;0.296499;0.138156;0.45204
0.034;0.356991;0.138668;0.507009
0.002;0.385556;0.248977;0.614886
0;0.339072;0.355113;0.726984
0;0.27597;0.390166;0.855103
0;0.278471;0.47119;0.892753
0;0.329922;0.452277;0.914367
0;0.346223;0.409898;0.924171
0;0.320214;0.43814;0.938707
0;0.329585;0.471902;0.934222
0;0.310969;0.483755;0.902359
0;0.251901;0.491962;0.866451
0;0.236678;0.522791;0.817917
0;0.247225;0.438799;0.792537
0;0.245526;0.365461;0.778782
0;0.225396;0.329137;0.775074
0.001;0.23598;0.302073;0.777188
0.108;0.196707;0.307865;0.797077
0.269;0.185409;0.31603;0.813497
0.306;0.229028;0.414544;0.820136
0.424;0.241976;0.455704;0.817945
0.526;0.264052;0.46836;0.810542
0.495;0.278109;0.478695;0.78575
0.411;0.282156;0.454393;0.747262
0.3;0.271041;0.395946;0.699181
0.137;0.258659;0.341286;0.674835
0.005;0.310942;0.350662;0.708775
0;0.336873;0.359275;0.764647
0;0.341309;0.343536;0.835575
0;0.356797;0.383846;0.921499
0;0.3668;0.452258;0.956805
0;0.383229;0.515872;0.968305
0;0.429409;0.571315;0.972984
0;0.414545;0.594958;0.974045
0;0.407209;0.626071;0.957242
0;0.398257;0.647472;0.953737
0;0.400565;0.662016;0.958093
0;0.395736;0.649676;0.966122
0;0.387839;0.72276;0.961323
0;0.378349;0.790447;0.97254
0.002;0.369205;0.778152;0.976708
0.11;0.319266;0.742856;0.976573
0.271;0.267521;0.741873;0.976818
0.392;0.365154;0.750976;0.97682
0.501;0.438327;0.757914;0.976747
0.537;0.474682;0.763735;0.976547
0.451;0.476423;0.766977;0.976111
0.288;0.465216;0.759535;0.974619
0.203;0.464459;0.7279;0.973605
0.133;0.510635;0.706435;0.975091
0.005;0.558275;0.696068;0.974566
0;0.539784;0.67155;0.974782
0;0.541553;0.68683;0.973139
0;0.546441;0.724554;0.963786
0;0.538371;0.746261;0.916108
0;0.536299;0.75623;0.82732
0;0.529564;0.728906;0.785477
0;0.507265;0.657984;0.856983
0;0.465561;0.571556;0.880088
0;0.414557;0.543928;0.890551
0;0.307423;0.564553;0.919657
0;0.207122;0.538828;0.931486
0;0.179349;0.544863;0.919084
0;0.203774;0.523362;0.898168
0;0.161207;0.492161;0.890274
0.019;0.092321;0.41135;0.889369
0.071;0.067665;0.407437;0.887855
0.12;0.060227;0.459369;0.884985
0.144;0.06284;0.493638;0.877072
0.113;0.069863;0.514416;0.872176
0.078;0.066244;0.507351;0.875702
0.103;0.067372;0.486494;0.883527
0.189;0.069482;0.462249;0.892457
0.106;0.074596;0.470853;0.899923
0.002;0.087908;0.489347;0.907499
0;0.099582;0.50598;0.915323
0;0.105108;0.525243;0.917779
0;0.106023;0.536083;0.912028
0;0.101701;0.501043;0.902307
0;0.092727;0.488113;0.886741
0;0.080893;0.474302;0.863574
0;0.069847;0.490997;0.833501
0;0.061675;0.464692;0.796252
0;0.060252;0.44382;0.758215
0;0.058085;0.398246;0.716366
0;0.053086;0.354533;0.678902
0;0.049835;0.313876;0.655796
0;0.045965;0.290624;0.641913
0;0.04116;0.2749;0.624848
0.028;0.026753;0.238341;0.59063
0.1;0.01515;0.194164;0.54111
0.238;0.006396;0.180987;0.512019
0.442;0.009101;0.215337;0.495681
0.499;0.012302;0.237266;0.477899
0.457;0.014547;0.242258;0.455654
0.371;0.018502;0.226496;0.429744
0.234;0.024666;0.194211;0.408232
0.108;0.031767;0.176068;0.394597
0.001;0.035474;0.180472;0.375199
0;0.034972;0.170705;0.343547
0;0.032738;0.153839;0.310723
0;0.03072;0.137716;0.278164
0;0.029792;0.12242;0.247745
0;0.030903;0.111735;0.225295
0;0.033055;0.106683;0.214934
0;0.040884;0.107056;0.213829
0;0.051869;0.107845;0.218888
0;0.056785;0.108485;0.22533
0;0.059433;0.106763;0.22915
0;0.057636;0.104313;0.230633
0;0.055424;0.104474;0.233526
0;0.055082;0.101359;0.235437
0;0.053031;0.094526;0.246083
0.048;0.045826;0.078875;0.26184
0.167;0.039528;0.070646;0.26885
0.343;0.073726;0.083997;0.261847
0.508;0.109024;0.091688;0.248903
0.54;0.107906;0.090269;0.232647
0.519;0.100592;0.088277;0.219908
0.445;0.099042;0.093062;0.21419
0.318;0.101892;0.101056;0.213755
0.139;0.119999;0.12737;0.221186
0.001;0.182437;0.161715;0.228844
0;0.237465;0.181664;0.228735
0;0.256401;0.185056;0.2241
0;0.257022;0.173686;0.218658
0;0.239658;0.153457;0.212544
0;0.227132;0.130124;0.202006
0;0.218894;0.107291;0.186184
0;0.213646;0.087493;0.165412
0;0.210435;0.07143;0.143462
0;0.206362;0.059406;0.12419
0;0.202518;0.050112;0.109213
0;0.197703;0.045964;0.098984
0;0.192148;0.044008;0.078285
0;0.177381;0.041245;0.059938
0;0.157423;0.033389;0.051054
0.035;0.121567;0.023881;0.06033
0.11;0.096666;0.017945;0.06671
0.186;0.106508;0.019398;0.064187
0.237;0.114359;0.023055;0.055455
0.281;0.114246;0.018976;0.041959
0.264;0.114448;0.014153;0.034768
0.191;0.116465;0.011903;0.031778
0.132;0.110804;0.012375;0.031378
0.082;0.103897;0.017606;0.048576
0.001;0.132287;0.026845;0.063282
0;0.168953;0.037787;0.078988
0;0.200249;0.047926;0.090455
0;0.230539;0.058852;0.097343
0;0.250966;0.067928;0.106011
0;0.252938;0.078888;0.120167
0;0.247126;0.092317;0.137452
0;0.244181;0.096627;0.140328
0;0.244168;0.091878;0.132205
0;0.244284;0.083912;0.122873
0;0.242594;0.072292;0.106518
0;0.234387;0.061491;0.083256
0;0.222575;0.053925;0.074526
0;0.206363;0.051414;0.085423
0;0.190924;0.055785;0.113326
0.1;0.152196;0.05318;0.138848
0.324;0.082123;0.038618;0.165071
0.465;0.0886;0.031298;0.18855
0.544;0.186732;0.051486;0.208356
0.571;0.176117;0.060269;0.225285
0.546;0.158213;0.062164;0.235212
0.465;0.151132;0.065602;0.237459
0.32;0.139123;0.073374;0.233224
0.147;0.145009;0.099289;0.246967
0.001;0.192937;0.144978;0.302072
0;0.250946;0.203512;0.390729
0;0.299936;0.25764;0.478867
0;0.324551;0.287341;0.549067
0;0.329143;0.296787;0.582105
0;0.316358;0.290264;0.600847
0;0.300341;0.294624;0.639111
0;0.289046;0.302069;0.616809
0;0.262852;0.288255;0.588009
0;0.24546;0.263598;0.54982
0;0.245828;0.235399;0.499165
0;0.23558;0.222084;0.483755
0;0.237875;0.208863;0.454414
0;0.221927;0.210785;0.478639
0;0.218401;0.229039;0.505087
0.008;0.214999;0.233689;0.515316
0.021;0.210825;0.209389;0.525971
0.028;0.221887;0.218873;0.527448
0.035;0.204643;0.210818;0.521575
0.04;0.206368;0.220703;0.508704
0.041;0.202373;0.210793;0.50598
0.037;0.213935;0.190904;0.507143
0.026;0.231147;0.19114;0.504809
0.011;0.285272;0.208144;0.514604
0;0.356272;0.230448;0.543404
0;0.379278;0.218887;0.578019
0;0.412203;0.214799;0.605525
0;0.415053;0.209335;0.613681
0;0.378942;0.202013;0.640349
0;0.36454;0.208134;0.660032
0;0.359484;0.212137;0.648839
0;0.330326;0.212559;0.619007
0;0.323395;0.226054;0.592408
0;0.336858;0.213048;0.553527
0;0.375938;0.220725;0.562304
0;0.417409;0.237508;0.554002
0;0.424498;0.250987;0.60552
0;0.358808;0.301216;0.703505
0;0.387853;0.302508;0.768632
0.031;0.426024;0.315536;0.829824
0.098;0.391465;0.323642;0.882041
0.201;0.3333;0.385547;0.911603
0.317;0.38056;0.403898;0.886631
0.273;0.44907;0.401328;0.797428
0.211;0.487291;0.335943;0.723434
0.283;0.544229;0.259824;0.7427
0.228;0.580248;0.239002;0.753566
0.066;0.581253;0.309564;0.771971
0;0.578018;0.398513;0.790826
0;0.562433;0.413638;0.842492
0;0.538025;0.418056;0.897235
0;0.494323;0.420083;0.926158
0;0.429758;0.427411;0.933971
0;0.383375;0.410187;0.934304
0;0.347218;0.383235;0.926554
0;0.332238;0.349114;0.901009
0;0.349809;0.346113;0.862891
0;0.380068;0.303574;0.846634
0;0.367196;0.297611;0.837939
0;0.303756;0.274742;0.804705
0;0.297192;0.252776;0.750102
0;0.274553;0.208475;0.699929
0;0.252927;0.179997;0.673952
0.034;0.213532;0.1666;0.636414
0.146;0.137239;0.125375;0.573384
0.252;0.137963;0.09492;0.493877
0.325;0.14788;0.074879;0.367114
0.318;0.156728;0.057267;0.244522
0.242;0.168309;0.048756;0.176832
0.125;0.180957;0.049991;0.170886
0.027;0.229713;0.060243;0.181724
0.007;0.287252;0.096338;0.18796
0;0.290272;0.146541;0.197051
0;0.260802;0.197188;0.190799
0;0.229137;0.237945;0.183415
0;0.225292;0.248199;0.213638
0;0.229011;0.227182;0.288544
0;0.251484;0.218735;0.367206
0;0.287458;0.216204;0.379772
0;0.270894;0.214287;0.335253
0;0.26147;0.20231;0.277313
0;0.253309;0.18198;0.224816
0;0.272086;0.165404;0.171084
0;0.29463;0.146915;0.160832
0;0.294646;0.138634;0.193546
0;0.279613;0.140627;0.253087
0;0.252945;0.153216;0.294297
0.043;0.216662;0.165077;0.282117
0.168;0.18072;0.146441;0.238524
0.283;0.202016;0.131825;0.225315
0.326;0.200586;0.127941;0.224752
0.171;0.171399;0.105643;0.194407
0.117;0.154121;0.073646;0.149795
0.105;0.16037;0.04986;0.11255
0.094;0.154373;0.035794;0.089999
0.06;0.190883;0.031944;0.078329
0;0.211356;0.033082;0.080766
0;0.229369;0.034805;0.091772
0;0.250734;0.033148;0.098786
0;0.25822;0.02838;0.103854
0;0.27626;0.025198;0.105074
0;0.294752;0.024194;0.106385
0;0.281676;0.025343;0.103624
0;0.276235;0.029312;0.095232
0;0.22342;0.033711;0.082015
0;0.262102;0.0336;0.064385
0;0.252567;0.027276;0.047584
0;0.233697;0.020042;0.026015
0;0.210906;0.015385;0.009163
0;0.174426;0.013944;0.004607
0;0.167938;0.014606;0.011184
0.029;0.165611;0.017343;0.047159
0.117;0.120259;0.019867;0.099547
0.173;0.110821;0.016764;0.159006
0.192;0.091806;0.012404;0.215044
0.216;0.072433;0.015171;0.274845
0.229;0.060226;0.02099;0.350583
0.199;0.050397;0.033375;0.44958
0.126;0.041499;0.049961;0.542989
0.023;0.03681;0.069865;0.61141
0;0.032856;0.091058;0.648829
0;0.028413;0.112445;0.646682
0;0.027691;0.137724;0.613086
0;0.031805;0.152344;0.545595
0;0.039398;0.153768;0.469509
0;0.050336;0.151385;0.408299
0;0.066715;0.147825;0.376284
0;0.0859;0.141239;0.378738
0;0.102982;0.132695;0.393632
0;0.116764;0.124776;0.398239
0;0.125751;0.120009;0.379871
0;0.137593;0.107879;0.343538
0;0.125844;0.094004;0.307074
0;0.09857;0.081048;0.283192
0;0.074839;0.067727;0.264286
0.004;0.064112;0.051154;0.248383
0.039;0.040977;0.029266;0.228271
0.101;0.03314;0.019094;0.206357
0.181;0.03347;0.019622;0.182459
0.229;0.039276;0.025155;0.15974
0.215;0.041162;0.030864;0.132247
0.143;0.037275;0.030851;0.10382
0.072;0.032503;0.028381;0.08387
0.024;0.027797;0.029695;0.07645
0;0.021556;0.030983;0.074406
0;0.015187;0.032799;0.066711
0;0.012914;0.02974;0.050338
0;0.017378;0.023166;0.030822
0;0.030141;0.016177;0.014364
0;0.049249;0.010716;0.006798
0;0.067547;0.009398;0.005261
0;0.084397;0.010551;0.007751
0;0.097797;0.011474;0.015637
0;0.11029;0.012712;0.035457
0;0.121652;0.017667;0.071504
0;0.143108;0.030445;0.108926
0;0.188196;0.044768;0.154024
0;0.222261;0.061414;0.206051
0;0.247276;0.079749;0.260323
0.013;0.266057;0.09138;0.328811
0.067;0.307082;0.096311;0.408543
0.177;0.359843;0.125994;0.506632
0.189;0.439759;0.174473;0.605517
0.177;0.500138;0.200814;0.671333
0.126;0.499243;0.220743;0.701907
0.054;0.398199;0.239892;0.728509
0.059;0.256534;0.241342;0.76116
0.049;0.268882;0.27621;0.803618
0;0.331324;0.326904;0.845507
0;0.341296;0.339423;0.859596
0;0.319269;0.305979;0.827222
0;0.279342;0.254349;0.728668
0;0.279668;0.25451;0.657928
0;0.285773;0.246808;0.692126
0;0.283153;0.261826;0.781531
0;0.275995;0.234865;0.821338
0;0.268842;0.229983;0.79892
0;0.262088;0.207897;0.747613
0;0.257868;0.174633;0.687496
0;0.257006;0.167191;0.66
0;0.248885;0.15003;0.654441
0;0.239351;0.132143;0.642523
0;0.23476;0.119465;0.634932
0.063;0.191493;0.105912;0.623946
0.237;0.088007;0.08523;0.595707
0.378;0.031942;0.062307;0.535091
0.459;0.020831;0.043692;0.457498
0.445;0.008804;0.03502;0.376459
0.35;0.003074;0.0284;0.296777
0.225;0.002153;0.021719;0.232582
0.105;0.00417;0.023148;0.198578
0.026;0.0063;0.02944;0.185631
0;0.005616;0.036552;0.179297
0;0.004746;0.041275;0.18334
0;0.007815;0.046541;0.200282
0;0.020229;0.051832;0.208113
0;0.046025;0.050063;0.206009
0;0.078512;0.034136;0.188827
0;0.106578;0.017374;0.164742
0;0.125834;0.008641;0.145699
0;0.133835;0.005241;0.142274
0;0.120632;0.005339;0.159709
0;0.101029;0.007617;0.188456
0;0.093032;0.00958;0.220719
0;0.095529;0.015154;0.254087
0;0.10714;0.024787;0.296749
0;0.1303;0.033362;0.340703
0.003;0.168342;0.041157;0.383259
0.024;0.182386;0.040749;0.41919
0.073;0.183838;0.036377;0.446174
0.103;0.19714;0.051379;0.462021
0.136;0.19977;0.064337;0.48006
0.185;0.173935;0.081271;0.502887
0.214;0.149146;0.100251;0.521082
0.127;0.127899;0.125402;0.500146
0.034;0.131784;0.161552;0.4623
0;0.154452;0.182226;0.451229
0;0.166606;0.170054;0.453504
0;0.166333;0.151527;0.471583
0;0.156718;0.141646;0.491416
0;0.150045;0.131315;0.502474
0;0.147887;0.123431;0.50184
0;0.146456;0.1065;0.498439
0;0.145342;0.096894;0.492526
0;0.132833;0.088379;0.475555
0;0.119231;0.079547;0.452038
0;0.110542;0.072088;0.42943
0;0.087792;0.066953;0.405446
0;0.063835;0.066199;0.388607
0;0.052839;0.070337;0.382709
0;0.048271;0.071381;0.383242
0.013;0.047904;0.069843;0.39033
0.094;0.044437;0.070492;0.405845
0.313;0.038517;0.070567;0.438798
0.435;0.028974;0.070146;0.482797
0.491;0.020202;0.070093;0.521736
0.48;0.011741;0.074073;0.544848
0.403;0.006683;0.081013;0.537357
0.271;0.003681;0.09771;0.524898
0.096;0.004484;0.142011;0.52638
0;0.017129;0.211733;0.514228
0;0.058363;0.281873;0.496766
0;0.119307;0.323658;0.506344
0;0.191419;0.344332;0.514983
0;0.26887;0.341528;0.541817
0;0.288232;0.318912;0.552096
0;0.249038;0.275954;0.516858
0;0.224229;0.248255;0.446853
0;0.222566;0.212151;0.40736
0;0.21083;0.182136;0.431346
0;0.193133;0.154648;0.475549
0;0.183528;0.144797;0.530881
0;0.196854;0.169686;0.595711
0;0.256974;0.178784;0.665219
0;0.319862;0.200274;0.714664
0.009;0.33326;0.244253;0.750288
0.054;0.31929;0.261831;0.789205
0.114;0.332309;0.252949;0.816131
0.146;0.41453;0.24772;0.837881
0.157;0.444572;0.269479;0.862542
0.114;0.454406;0.311707;0.888329
0.083;0.470852;0.33041;0.914218
0.045;0.481416;0.359359;0.939324
0.007;0.464517;0.40405;0.959536
0;0.45441;0.440763;0.970636
0;0.368831;0.458328;0.973024
0;0.285241;0.472524;0.969764
0;0.255573;0.477898;0.958112
0;0.255259;0.462784;0.932143
0;0.255264;0.487667;0.905702
0;0.277443;0.490516;0.901451
0;0.292575;0.439405;0.91038
0;0.302051;0.445125;0.923455
0;0.279484;0.458667;0.930725
0;0.286964;0.481187;0.935826
0;0.300662;0.475549;0.94625
0;0.307795;0.492297;0.954702
0;0.313848;0.507141;0.953756
0;0.334126;0.521568;0.946851
0.013;0.352214;0.488515;0.937026
0.044;0.41947;0.462195;0.930277
0.056;0.460539;0.425047;0.92971
0.123;0.423127;0.440705;0.915319
0.146;0.376623;0.417841;0.876928
0.111;0.309535;0.369504;0.816932
0.071;0.233677;0.332384;0.765558
0.042;0.207087;0.296765;0.719939
0.009;0.250478;0.30209;0.697744
0;0.263091;0.341036;0.730856
0;0.263602;0.319266;0.792115
0;0.273297;0.28526;0.83452
0;0.286525;0.259747;0.857622
0;0.289464;0.229863;0.868149
0;0.302046;0.229486;0.870186
0;0.305833;0.219464;0.870088
0;0.308211;0.218888;0.878267
0;0.302904;0.223343;0.891268
0;0.295076;0.225477;0.905157
0;0.319262;0.246366;0.90785
0;0.305612;0.251248;0.906816
0;0.274693;0.26445;0.900024
0;0.268834;0.283409;0.879879
0;0.281079;0.310966;0.838788
0.004;0.282325;0.345289;0.779761
0.032;0.229607;0.371793;0.717718
0.042;0.208156;0.39592;0.670655
0.044;0.194861;0.366372;0.66611
0.056;0.192112;0.331638;0.695003
0.073;0.196826;0.294673;0.710587
0.102;0.186278;0.275968;0.697071
0.064;0.157494;0.279031;0.653403
0.009;0.181677;0.287713;0.588562
0;0.227257;0.302304;0.51772
0;0.252555;0.279665;0.473203
0;0.252195;0.248133;0.45856
0;0.2563;0.220701;0.457384
0;0.261808;0.190637;0.45205
0;0.27584;0.153871;0.429622
0;0.277646;0.12095;0.383944
0;0.268877;0.10668;0.340254
0;0.287539;0.099526;0.316871
0;0.311358;0.092353;0.313682
0;0.321319;0.093357;0.317979
0;0.326955;0.095932;0.323635
0;0.329695;0.100653;0.337343
0;0.330226;0.10651;0.34913
0;0.330569;0.111904;0.367754
0.014;0.316049;0.111514;0.408435
0.1;0.259817;0.101611;0.441465
0.211;0.245374;0.105188;0.443815
0.339;0.302081;0.112917;0.420208
0.407;0.296782;0.123677;0.390511
0.362;0.235603;0.144987;0.387845
0.254;0.184297;0.164118;0.429376
0.124;0.165063;0.192092;0.488847
0.016;0.155715;0.299956;0.570633
